seller_id,seller_state,total_orders,avg_delivery_days,avg_delay_days
d921b68bf747894be13a97ae52b0f386,MG,77,9.49,-15.10
de722cd6dad950a92b7d4f82673f8833,PE,337,12.36,-15.16
80e6699fe29150b372a0c8a1ebf7dcc8,PR,96,11.03,-15.24
c3cfdc648177fdbbbb35635a37472c53,PR,278,9.25,-15.33
8ae520247981aa06bc94abddf5f46d34,SC,65,10.49,-15.46
5058e8c1e82653974541e83690655b4a,SP,62,25.94,-15.49
0ea22c1cfbdc755f86b9b54b39c16043,MG,234,10.51,-15.77
b1a81260566c1bac3114a6d124413f27,RS,51,8.07,-15.78
a7f13822ceb966b076af67121f87b063,SP,73,21.52,-15.79
b76dba6c951ab00dc4edf0a1aa88037e,SP,157,9.78,-15.79
066a6914e1ebf3ea95a216c73a986b91,PR,66,13.64,-15.82
744dac408745240a2c2528fb1b6028f3,PR,78,10.66,-15.84
ca3bd7cd9f149df75950150d010fe4a2,SP,68,13.30,-15.88
57e632711dec9ec14ca7546769483e7e,SC,62,10.32,-15.89
eeb6de78f79159600292e314a77cbd18,SC,82,11.59,-15.89
ccc4bbb5f32a6ab2b7066a4130f114e3,PR,184,15.37,-15.93
06e5eefc71ec47ae763c5c6f8db7064f,RS,90,10.54,-15.94
75d34ebb1bd0bd7dde40dd507b8169c3,BA,57,15.58,-15.99
2dee2ce60de9709b1a24083217181a1f,MT,54,13.96,-16.18
530ec6109d11eaaf87999465c6afee01,PR,94,10.31,-16.21
609e1a9a6c2539919b8205cf7c4e6ff0,SC,87,9.89,-16.24
aaed1309374718fdd995ee4c58c9dfcd,SC,104,11.70,-16.32
05ff92fedb5be47920fea08e501238b9,RS,57,11.78,-16.88
ac3508719a1d8f5b7614b798f70af136,RS,101,8.93,-17.14
0b90b6df587eb83608a64ea8b390cf07,PR,163,14.00,-17.34
612170e34b97004b3ba37eae81836b4c,RS,107,10.49,-17.43
41b39e28db005d9731d9d485a83b4c38,SP,187,12.00,-17.47
516e7738bd8f735ac19a010ee5450d8d,RJ,74,8.32,-17.65
7178f9f4dd81dcef02f62acdf8151e01,SC,202,15.16,-17.72
d98eec89afa3380e14463da2aabaea72,RS,168,8.03,-17.73
e8b3a3a38279a82f0e5d006d5e5b7d2c,PR,80,16.48,-17.84
e882b2a25a10b9c057cc49695f222c19,RJ,57,9.02,-17.95
b372ee768ed69e46ca8cdbd267aa7a38,SP,63,11.97,-18.39
4e17c65a516f69d023a2ae78b84f28d6,SP,61,14.39,-19.91
12b9676b00f60f3b700e83af21824c0e,RS,133,14.63,-20.26
8444e55c1f13cd5c179851e5ca5ebd00,MG,92,20.78,-20.38
710e3548e02bc1d2831dfc4f1b5b14d4,PR,131,13.84,-21.03
dd2bdf855a9172734fbc3744021ae9b9,MG,105,14.75,-21.84
b92e3c8f9738272ff7c59e111e108d7c,MG,62,15.91,-41.91
